"username","status"
"WorkingHoursBot","Занято"
"BusyBee_Checker","Свободно"
"AreYouWorkingNow","Свободно"
"NoProofNeeded","Свободно"
"UnseenHand_17","Свободно"
"ShadowJustice","Занято"
"The_Elusive_One","Занято"
"GhostInTheMachine2","Занято"
"UnseenHand_1984","Свободно"
"ShadowWalker7","Занято"
"TopCat_Of_TheWorld","Свободно"
"Purrfect_King","Свободно"
"BestKittyEver","Свободно"
"Webhook_Bloat","Свободно"
"FleaBittenWebhook","Свободно"
"Webhook_FleaFeast","Свободно"
"MyLittleBot_v2","Свободно"
"OfflineBotHelper","Свободно"
"LocalRun_bot","Свободно"
"CreativeFlow123","Свободно"
"TextSpark","Свободно"
"WriteItNow_bot","Занято"
"IdeaGenerator4U","Свободно"
"DataValidator123","Свободно"
"Truth_Seeker_Bot","Занято"
"Verify_Me_Now","Доступно для покупки"
"FactCheckerPro","Свободно"
"Check_Authority","Свободно"
"NetworkPulse_bot","Свободно"
"ConnectionTestBot","Занято"
"SignalVerifier","Свободно"
"LinkCheckPro","Свободно"
"LinkChecker_247","Свободно"
"OnlineStatusBot","Занято"
"ConnectivityTest","Доступно для покупки"
"NetworkPulse","Свободно"
"SignalStrength","Занято"
"LinkChecker_bot","Занято"
"ConnectionCheck","Свободно"
"Hooky_Puking_Games","Свободно"
"Pukey_the_Wizard","Свободно"
"HocusPocusMagic","Занято"
"Hooky_Spooky","Свободно"
"WhiskerFest2024","Свободно"
"SqueakyCelebration","Свободно"
"MouseParty_HQ","Свободно"
"MerlinSpells","Свободно"
"EnchantedMerlin","Свободно"
"Merlin_the_Wise","Занято"
"MagicMerlin2","Свободно"
"MerlinMagic","Занято"
"Magic_Merlin","Свободно"
"Great_Escapologist","Свободно"
"HoudiniLegacy","Свободно"
"IllusionMaster","Занято"
"Mercury","Занято"
"Bacharach","Занято"
"Cobain","Занято"
"Gershwin","Занято"
"Morricone","Занято"
"VelvetUnderground","Доступно для покупки"
"CocteauTwins","Занято"
"MazzyStar","Занято"
"NinaSimone","Занято"
"JeffBuckley","Занято"
"BillieHoliday","Занято"
"LeonardCohen","Занято"
"NickCave","Занято"
"JoniMitchell","Доступно для покупки"
"AntoninDvorak_Masterpiece","Свободно"
"JohannesBrahms_Legacy","Свободно"
"PiotrIlyichTchaikovsky","Занято"
"GustavMahler_1880s","Свободно"
"Joplin","Занято"
"Queen","Продано"
"Zeppelin","Занято"
"Jagger","Доступно для покупки"
"Elvis","Продано"
"Madonna","Занято"
"Hendrix","Доступно для покупки"
"Mozart","Занято"
"Beatles","Занято"
"Singing_Centurion","Свободно"
"Augustus_Harp","Свободно"
"Roman_Lyre_Master","Свободно"
"Global_Music_Vibes","Свободно"
"TopCharts_Hits","Свободно"
"MusicStarNews","Свободно"
"CreativeSpark42","Свободно"
"SilentObserver123","Свободно"
"DataStream_7","Свободно"
"Cosmic_Wanderer","Занято"
"CosmicDustCloud","FLOOD_CONTROL:4770"
"GalaxyGuide23","FLOOD_CONTROL:4770"
"CelestialNavigator","FLOOD_CONTROL:6559"
"CosmicDust_bot","FLOOD_CONTROL:6559"
"GalaxyGuide2024","FLOOD_CONTROL:6559"
"NebulaNavigator","FLOOD_CONTROL:6563"
"MilkyWayMapper","FLOOD_CONTROL:6563"
"CosmicDust123","FLOOD_CONTROL:6563"
"StarryNightHunter","FLOOD_CONTROL:6563"
"GalaxyGuide_bot","FLOOD_CONTROL:6563"
"MilkyWayExplorer","FLOOD_CONTROL:6564"
"LearnWithAI","Доступно для покупки"
"DeepLearning4","Доступно для покупки"
"ChatBotPro","Доступно для покупки"
"ChatBotArchitect","Доступно для покупки"
"ChatbotArchitect","Доступно для покупки"
"TeleBotMaster","Доступно для покупки"
"ScriptWizard","Свободно"
"ApiCoder","Свободно"
"BotLogic","Доступно для покупки"
"TgBotDev","Доступно для покупки"
"_Crypto_HedgeFund","Свободно"
"Growth_Hacking_","Свободно"
"_Crypto_HedgeFund_","Свободно"
"GlobalGrowthFund","Свободно"
"FutureReturns","Доступно для покупки"
"InvestWisely","Доступно для покупки"
"FutureOfFinance","Доступно для покупки"
"HedgeFundInsider","Доступно для покупки"
"SmartYields","Доступно для покупки"
"FutureReturns_","Свободно"
"InvestWiselyNow","Доступно для покупки"
"CryptoHedgeFund","Доступно для покупки"
"Crypto_Arbitrage_Bot","Свободно"
"Crypto_Arbitrage_","Свободно"
"Crypto_Alpha_","Свободно"
"Beyond_Stocks_","Свободно"
"EduPathfinder","Доступно для покупки"
"CourseMaster","Доступно для покупки"
"EduPathFinder","Доступно для покупки"
"eLearning_Hub","Доступно для покупки"
"AcademicAchiever","Свободно"
"eLearningPath","Доступно для покупки"
"KnowledgeQuest","Доступно для покупки"
"KnowledgeBoost","Доступно для покупки"
"SkillUpAcademy","Доступно для покупки"
"TechWave","Доступно для покупки"
"SunSeeker","Доступно для покупки"
"CyberPulse","Доступно для покупки"
"StarrySky","Доступно для покупки"
"_SecretCode","Свободно"
"SunnyDays_","Свободно"
"CyberPunk77","Доступно для покупки"
"_DataFlow_","Свободно"
"CoolBeans","Доступно для покупки"
"DataStream","Доступно для покупки"
"DataStream_","Свободно"
"SecretAgent","Доступно для покупки"
"DataFlow_","Свободно"
"SunShineDay","Доступно для покупки"
"QuickTrade","Доступно для покупки"
"CodeNinja_","Свободно"
"PixelStorm","Доступно для покупки"
"NightOwl8","Доступно для покупки"
"Codex22","Свободно"
"Techy_","Свободно"
"Quick1","Доступно для покупки"
"MiniMax","Доступно для покупки"
"CodeX_","Свободно"
"InfoHub","Доступно для покупки"
"ProTip","Доступно для покупки"
"Starry7","Доступно для покупки"
"DigiFun","Доступно для покупки"
"DataFlow","Доступно для покупки"
"SmartUp","Доступно для покупки"
"ArtFlow","Доступно для покупки"
"DataFun","Доступно для покупки"
"TechPro","Доступно для покупки"
"MegaFun","Доступно для покупки"
"InstaFeed","Доступно для покупки"
"ShareNow","Доступно для покупки"
"LinkUp_","Свободно"
"ShareIt_","Свободно"
"MediaNow","Доступно для покупки"
"FeedMe","Доступно для покупки"
"Sociall","Доступно для покупки"
"LinkPro","Доступно для покупки"
"MediaUp","Доступно для покупки"
"InstaPro","Доступно для покупки"
"PostNow","Доступно для покупки"
"SociAll","Доступно для покупки"
"LinkUp","Доступно для покупки"
"PostHub","Доступно для покупки"
"SocialM","Доступно для покупки"
"NetLife","Доступно для покупки"
"Kraken","Свободно"
"Orbit7","Занято"
"Silver","Занято"
"Cipher","Занято"
"Jester","Продано"
"Glaive","Занято"
"Orbit","Занято"
"Omega","Занято"
"Eidos_","Свободно"
"Comet","Продано"
"Echos","Занято"
"Legend","Продано"
"Cosmos","Продано"
"Ember","Продано"
"Quantum","Продано"
"Embera","Занято"
"Glacier","Продано"
"Nexus7","Свободно"
"Quasar","Занято"
"Virgo","Занято"
"Solar","Занято"
"Valkyr","Занято"
"Nexus5","Занято"
"Nexus_","Свободно"
"Verity","Доступно для покупки"
"Aegis_","Свободно"
"Zenith","Занято"
"Mellow","Занято"
"Bright","Продано"
"Quicky","Занято"
"Myriad","Продано"
"Codex5","Занято"
"ChronoX","Занято"
"Pixel_","Свободно"
"Virgo_","Свободно"
"BookWyrm","Занято"
"Codex_","Свободно"
"GeoMap","Невозможно определить"
"Info_","Свободно"
"MegaX","Продано"
"Cool5","Доступно для покупки"
"DigiArt","Доступно для покупки"
"Solaris","Занято"
"Silas","Продано"
"Mnema","Занято"
"Pixel8","Занято"
"Aether_","Свободно"
"Solara","Продано"
"Chrono5","Занято"
"Lumen_","Свободно"
"Starry_","Свободно"
"Verba","Занято"
"Solus","Доступно для покупки"
"Mentis","Занято"
"Aura_","Свободно"
"Chronos","Продано"
"Myria","Доступно для покупки"
"StarDust","Доступно для покупки"
"Cool_Cat","Занято"
"Pixel","Занято"
"Alpha","Занято"
"Booky","Занято"
"SunSet","Занято"
"ArtLife","Доступно для покупки"
"SunRise","Занято"
"NightOwl","Продано"
"SunRay","Доступно для покупки"
"CozyCat","Занято"
"BookWorm","Занято"
"Starry","Занято"
"DeepSea","Занято"
"SunGod","Занято"
"CoolCat","Занято"
"Nexus","Занято"
"Aether","Занято"
"Chrono","Доступно для покупки"
"Mystic","Занято"
"Codex","Свободно"
"A7X_Z","Свободно"
"m3rry","Занято"
"_pL4t","Свободно"
"zX1y2","Свободно"
"A5tR0","Занято"
"MidnightDesireCo","Свободно"
"SecretBliss_Store","Свободно"
"ClassicCarsChronicles","Свободно"
"VintageMotors_Garage","Свободно"
"RetroAutoClub","Свободно"
"PleasureParadiseStore","Свободно"
"IntimateDelights100","Свободно"
"SecretPleasuresShop","Свободно"
"MidnightDesireEmporium","Свободно"
"SecretSensations_Store","Свободно"
"IntimateDelightsShop","Свободно"
"PleasurePalace","Занято"
"MidnightWhisper","Свободно"
"InnerDesire","Занято"
"SecretBliss","Свободно"
"ForbiddenPleasure","Свободно"
"MidnightDesire","Занято"
"VelvetTouch","Занято"
"InnerBliss","Доступно для покупки"
"SecretWhisper","Доступно для покупки"
"EcstasyWhisper","Свободно"
"BlissfulTouch","Свободно"
"MidnightTouch","Доступно для покупки"
"SecretDesire","Доступно для покупки"
"PleasurePeak","Доступно для покупки"
"EcstasyBliss","Свободно"
"PleasurePalace_Inc","Свободно"
"SilkenTouch88","Свободно"
"SecretBliss_Garden","Свободно"
"VelvetWhisper","Доступно для покупки"
"ClassicZhiguli","Свободно"
"VAZ_enthusiast","Свободно"
"LadaLegendClub","Свободно"
"Zaporozhets_FanClub","Свободно"
"Zaporo","Доступно для покупки"
"LittleZap_Fan","Свободно"
"ZAZ968_Club","Занято"
"Zaporozhets_Love","Свободно"
"Retro_Ten_","Свободно"
"Volga_Ten_Fans","Свободно"
"GAZ2110_Club","Свободно"
"CuddlyDonutCo","Свободно"
"PlushDonutDelight","Свободно"
"FluffyDonutsShop","Свободно"
"DaVinci","Доступно для покупки"
"Picasso","Занято"
"LeonardoDaVinci","Продано"
"VanGogh","Занято"
"Frida","Занято"
"Monet","Доступно для покупки"
"Caravaggio","Доступно для покупки"
"Raphael","Занято"
"Rembrandt","Занято"
"Michelangelo","Продано"
"Michelangelo_Genius","Свободно"
"Rembrandt_Art","Свободно"
"DaVinci_Master","Свободно"
"RembrandtVision","Свободно"
"DaVinci_Codex","Свободно"
"MichelangeloMaster","Свободно"
"ZooBuddyStore","Свободно"
"HappyPawsPlace","Свободно"
"PetParadiseShop","Свободно"
"AlgoOptimizer_bot","Свободно"
"TokenCrunch_bot","Свободно"
"FifteenTokenBot","Свободно"
"CompressionWizard","Свободно"
"TokenCompressor_bot","Свободно"
"FifteenTokenMystery","Свободно"
"CompressionCurious","Свободно"
"TokenCompressor15","Свободно"
"OceanData_Logger","Свободно"
"API_Seafarer_bot","Свободно"
"TokenLog_Voyager","Свободно"
"Ocean_Response_Logger","Свободно"
"API_Seafarer","Свободно"
"Logbook_Voyager","Свободно"
"ThirtyThreeTokens","Свободно"
"TokenCounter_bot","Свободно"
"Token_Generator33","Свободно"
"_token_auditor_","Свободно"
"VerifyBot100","Свободно"
"TokenChecker100","Свободно"
"Verify15Tokens","Свободно"
"TokenCounterBot","Свободно"
"TokenChecker15","Свободно"
"Recipe_","Свободно"
"TripleToken","Занято"
"TokenCheck3_Master","Свободно"
"Triple","Продано"
"BorschtBotRecipe","Свободно"
"TokenVerifier3","Свободно"
"Token3Checker","Свободно"
"Token3Bors","Свободно"
"BorschtRecipeChecker","Свободно"
"Recipe","Продано"
"BorschtBot","Занято"
"Text_","Свободно"
"TripleTokenGen","Свободно"
"TokenChecker3","Свободно"
"Gen10Tokens","Свободно"
"GenText_Bot","Занято"
"GenText10Tokens","Свободно"
"TokenChecker10","Свободно"
"TokenChecker4","Свободно"
"TokenChecker","Доступно для покупки"
"TokenVerifier","Свободно"
"Token","Занято"
"AnyThingSeller","Свободно"
"Tropa_ShopBot","Свободно"
"LongJourneyShop","Свободно"
"NewHairGrowth_bot","Свободно"
"FollicleFriendBot","Свободно"
"HairTransplantBot","Свободно"
"UltimateSportShop","Свободно"
"TopFitnessGear","Занято"
"ActiveZoneStore","Занято"
"FitLifeShop","Свободно"
"ActiveLifeStore","Свободно"
"FitnessHub247","Свободно"
"SportGearPro","Свободно"
"Betrayal_Ecstasy","Свободно"
"Judas_Triumph","Свободно"
"Judas_Jubilation","Свободно"
"EcstasyWave","Свободно"
"TriumphantRoar","Свободно"
"Jubilation_Echo","Свободно"
"Rapture_Express","Свободно"
"Jubilation_Bot","Занято"
"Ecstatic_Celebration","Свободно"
"Triumphant_Joy","Свободно"
"Suka_Vibes","Свободно"
"Suka_Is_Queen","Свободно"
"MadSuka","Свободно"
"SukaBlyat","Доступно для покупки"
"SkyfallPioneer","Свободно"
"HoleDiver_1","Свободно"
"FirstHoleFlyer","Свободно"
